conversation_tagging_id	index_en	id	msg	time	chat_id	user_id	word count	Language	Preassigned Topic	Preassigned Subtopic	Topic_L1	Topic_L2	AnswerType	Confirmation	Scenario
95	2385	58110	when i click download & pay bill the total amount due is RM 33.31 .so i just pay that amount?	1465954349	2654	0	19	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
107	2646	60717	i wan know my outstanding amount. tq	1465977687	2765	0	7	English	Billing	Payment Channel	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
119	2960	62919	u check my previous bills	1466040834	2852	0	5	English	Billing	Mobile Content	Billing	Document	Request	False	RequestSendBill
121	3040	66248	HI I LIKE TO CHECK MY ACCOUNT BALANCE DUE TO I HAVE CLOSED AT MAY	1466120091	2995	0	15	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
122	3062	66370	hi, for my 2016 Jun 1 invoice, I made a payment for it on Jun 4 th. Just now, I checked I saw there's still outstanding amount due. And I did not realise it, and make the same payment again. Until I check back my bank transaction, I in fact make the payment twice on the same bill. Why Redone Download & Pay Bill still showing the Pay Now? It just confuse the people even more. And if could. please refund the money that I have just made payment today. Thanks.	1466124272	3002	0	90	English	Billing	Deposit Refund	Billing	PaymentStatus	Reason	False	WhyNotUpdated
122	3082	66425	can please check the last 3 payments of mine and the dates?	1466125124	3002	0	12	English	Billing	Deposit Refund	Billing	PaymentStatus	ObjectNumeric	True	LastPayment
143	3581	75264	Hi, may I know what is my current statement bill amount please?	1466500897	3407	0	12	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
143	3593	75319	So how is our excess payment here ?	1466501522	3407	0	8	English	Billing	Billing Details	Billing	Refund	Procedure	False	HowRefund
150	3752	76522	How much is my bill now ?	1466584878	3479	0	7	English	Billing	Increase credit limit	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
159	3929	81696	helllo, i want to settle my bill, my jun bill is $ 100.91 right	1466916008	3727	0	13	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
162	3980	84771	may i know how much is my bill now? bcoz juz now i already paid my bill thru maybank	1467031334	3860	0	19	English	Billing	Payment Status	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
169	4106	87132	Hello, I want to know my current balance. My phone number is 011 - 10648216 	1467117236	3957	0	13	English	Billing	Payment Status	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
171	4142	87393	I need help to check how much is the exact amount that I'm still owing.	1467167012	3968	0	15	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
171	4152	87423	I need to only pay RM 109.25 am I correct?	1467167275	3968	0	9	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
175	4251	87884	MAY I KNOW, HOW MUCH MY BILL ?	1467176907	3990	0	8	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
176	4264	87948	My phone number is 019 - 3216628 Is regarding outstanding payment and if any contract with this number	1467180715	3994	0	16	English	Billing	Billing Cycle	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
177	4295	88010	may i know my outstanding bill for july?	1467182259	3997	0	8	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
177	4305	88042	i want to know bill for next month (july)	1467182606	3997	0	9	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
178	4312	92355	Good Morning, May I know the how much is my phone bill today?<NL>I already paid my bill 2 days ago..I want to know the balance. Tq.	1467331564	4199	0	26	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
181	4383	92639	hi, i already make payment bill via maybank 2 u. <NL>now i want to check the bill detail.	1467334337	4219	0	16	English	Billing	Billing Details	Billing	BillOutstanding	Procedure	False	BillAmount
181	4387	92645	can you assist me how i want to check the bill via your website?	1467334367	4219	0	14	English	Billing	Billing Details	Billing	Document	Procedure	True	HowViewBill
185	4497	93522	PAYMENT JUNE I NOT PAY YET. SO THIS MONTH HOW MUCH MY OUTSTANDING?	1467339689	4249	0	13	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
191	4601	93940	Hi Victoria, are you albe to help check why there's a 1 Kb data used?	1467342462	4271	0	14	English	Billing	Data Bundle / PPU Rate	Billing	BillBreakdown	Reason	True	WhyItemAmount
193	4637	94245	why my bill always minus?	1467344698	4282	0	5	English	Billing	Billing Details	Billing	BillOutstanding	Reason	False	WhyBillAmount
194	4653	94352	is it my account overpaid?	1467345569	4289	0	5	English	Billing	Payment Status	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
194	4664	94446	i just want to request, if overpaid. just simply deduct. so that we no need to make a payment.	1467346312	4289	0	19	English	Billing	Payment Status	Billing	BillOutstanding	Request	False	Others
205	4963	98172	hi, i would like to check my father's acc as he is deceased. but i dont have his number. what do i need to check his outstanding bills?	1467429133	4434	0	28	English	Billing	Billing Details	Billing	BillOutstanding	Procedure	False	BillAmount
209	5056	101457	can help me check my bill on june paid aly? my no: 0128095277 	1467522574	4583	0	12	English	Billing	Billing Details	Billing	BillOutstanding	Reason	True	BillAmount
209	5057	101477	coz i dun knw why this mth i need to pay RM 18 +	1467522715	4583	0	12	English	Billing	Billing Details	Billing	BillOutstanding	Reason	False	WhyBillAmount
209	5062	101522	can let me knw which month i didn't paid?	1467523160	4583	0	9	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
219	5308	108282	can help me check my total call balance for june?	1467698828	4896	0	10	English	Billing	Billing Details	Billing	Wrong	ObjectNumeric	True	None
222	5397	108462	yesterday i did my full payment . Why the my account statement still shown outstanding amount haven't settla ?	1467700404	4902	0	19	English	Billing	Billing Details	Billing	PaymentStatus	Reason	False	WhyNotUpdated
225	5470	109090	BUT Y MY BILL NOT DEDUCT?	1467716344	4930	0	6	English	Billing	Billing Details	Billing	PaymentStatus	Reason	False	WhyNotUpdated
226	5543	109229	balance bring forward is 8.67 <NL>total amount due is 8.48 	1467719824	4934	0	9	English	Billing	Billing Details	Billing	BillOutstanding	Reason	False	WhyBillAmount
227	5589	109235	i already made my payment for 2 months why when i check my balance it still havent change to 0 ?	1467719909	4937	0	21	English	Billing	Billing Details	Billing	PaymentStatus	Reason	False	WhyNotUpdated
233	5730	110857	I want to check the bill for june 16 	1467877846	5003	0	9	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
233	5748	110882	now, how much I have to pay?	1467878513	5003	0	7	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
241	5911	111518	i thought it is free and no charger for the product?	1467947356	5028	0	11	English	Billing	Billing Details	Billing	BillBreakdown	Reason	False	WhyItemAmount
242	5954	111495	i have a question about my the latest bill	1467946988	5029	0	9	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	False	WhyBillAmount
242	5955	111508	I mean my latest bill. I am confused with my bill. Actually what is the exact amount shall i pay?	1467947142	5029	0	20	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
248	6051	112285	my bill had change to credit card payment....total rm 36.28 but why dint deduct 2 % ?because i saw redone adv is 2 % deduct if i autodeduct from card	1467969048	5061	0	27	English	Billing	Auto Debit Application	Billing	BillOutstanding	Reason	False	Others
249	6090	112302	Hi,may I check for you my outstanding balance	1467969313	5062	0	8	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
249	6105	112334	Mean now I stil own 53.83 ?	1467969707	5062	0	6	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
249	6108	112339	i mean, I want clear my bill is total how much?	1467969744	5062	0	11	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
257	6341	114667	how come my bill 110.46 ?	1468137822	5157	0	5	English	Billing	Waiver	Billing	BillOutstanding	Reason	False	WhyBillAmount
264	6493	119265	How about my bill	1468314353	5344	0	4	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
266	6526	119991	HI do i have any outstandiing bill?	1468374272	5390	0	7	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
268	6571	120274	how much my total bill?	1468377471	5404	0	5	English	Billing	Payment Type	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
271	6687	120527	may you help me to check my bill on this month	1468380802	5414	0	11	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
273	6747	120862	this amout for what?	1468383915	5421	0	4	English	Billing	Product Charges	Billing	BillOutstanding	Reason	False	WhyBillAmount
276	6809	124254	HOW MUCH MY BIL FOR JUNE	1468475847	5578	0	6	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
285	7008	138593	how do i know that the balance will be carried forward	1468818372	6211	0	11	English	Billing	Billing Details	Billing	BillBreakdown	ObjectOthers	False	WhyItemAmount
286	7045	138778	I WOULD LIKE CHECK MY PHONE BILL	1468821473	6220	0	7	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
295	7262	142892	i want check my other no bill 01110937008 how much i want pay ...	1468920244	6361	0	14	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
295	7266	142897	this no simcard i lose i no time to cheng nw card so i want check outstading how much	1468920291	6361	0	19	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
299	7353	145315	may i know how the outstanding payment i hv to made?	1469008939	6448	0	11	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
320	7821	153383	Check my contract	1469437266	6786	0	3	English	Billing	Billing Details	Billing	Wrong	Request	False	None
320	7829	153409	can u check my contract ?	1469437414	6786	0	6	English	Billing	Billing Details	Billing	Wrong	Request	True	None
326	7985	153887	how much do i have to pay for july bill 2016 	1469446479	6804	0	11	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
338	8254	178925	HOW MUCH BALANCE I GOT TO PAY	1470210141	7924	0	7	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
342	8360	179183	hello, good evening.<NL><NL>ysterday i gt pay my bill rm 70. my bill is actually rm 8.48 only. can the balance payment i bring forward to nx month?	1470213179	7938	0	25	English	Billing	Increase credit limit	Billing	Refund	Request	True	HowRefund
342	8371	179225	yesterday i pay rm 70 but actually my bill is rm 8.48. can the amount of payment be deducted for my nx month bill?	1470213587	7938	0	22	English	Billing	Increase credit limit	Billing	Refund	Request	True	HowRefund
347	8461	179511	Tell me the bill amount pls	1470217997	7956	0	6	English	Billing	Billing Details	Billing	BillOutstanding	Request	False	BillAmount
351	8569	181760	I wanted to ask my current account billing. 0145332139 	1470294775	8058	0	9	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
351	8589	181812	Owh there is balance rm 1.05 ? I think i paid according to what my account writes there. Why there was balance?	1470295200	8058	0	20	English	Billing	Billing Details	Billing	BillOutstanding	Reason	False	WhyBillAmount
353	8622	182063	regarding bill	1470297054	8071	0	2	English	Billing	Payment Status	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
355	8703	182182	i feel confuse with my bill.	1470298643	8077	0	6	English	Billing	Billing Details	Billing	BillOutstanding	Reason	False	WhyBillAmount
355	8709	182212	as from the bill i pay the amount 101.76 on may..then june why need pay another 50.88 	1470298811	8077	0	17	English	Billing	Billing Details	Billing	BillOutstanding	Reason	False	PayingMonth
355	8710	182220	then now only august..i ned to pay another 101.76 ?	1470298845	8077	0	9	English	Billing	Billing Details	Billing	BillOutstanding	Reason	True	WhyBillAmount
355	8712	182232	why? i last month got pay	1470298915	8077	0	6	English	Billing	Billing Details	Billing	PaymentStatus	Reason	False	LastPayment
355	8717	182312	this 101.76 is pay when ?	1470299710	8077	0	6	English	Billing	Billing Details	Billing	BillOutstanding	ObjectTime	False	PayingMonth
355	8720	182339	now 101.76 is pay for?	1470299902	8077	0	5	English	Billing	Billing Details	Billing	BillOutstanding	ObjectOthers	False	WhyBillAmount
356	8745	182447	so, my balance is?	1470300567	8083	0	4	English	Billing	Make Payment - Selfcare	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
366	8933	184985	i want to ask about my bill detail	1470388846	8196	0	8	English	Billing	Billing Details	Billing	BillOutstanding	Request	False	WhyBillAmount
381	9266	197189	check phone balance are it's pay done?	1471060466	8774	0	7	English	Billing	Billing Details	Billing	PaymentStatus	ObjectOthers	True	ConfirmPaymentReceived
381	9271	197211	i just paying RM 20 for jun july and aug now so are the phone payment is not in debt?	1471060615	8774	0	19	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
382	9300	197520	billing	1471070540	8786	0	1	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
386	9394	197806	Is there any outstanding balance for that number?	1471077505	8799	0	8	English	Billing	Unsuspend lines - (Within 50 days)	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
400	9656	202868	i just pay my telephone bill,	1471250599	9034	0	6	English	Billing	Un-bar lines - Overdue Payment	Billing	PaymentStatus	ObjectOthers	False	ConfirmPaymentReceived
409	9815	206611	can check for me now I need to pay how much?	1471332246	9190	0	11	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
425	10208	210593	check bill	1471426194	9336	0	2	English	Billing	Deposit Refund	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
448	10766	223193	i already paid my bill with mybank 2 u but the same time my husband already paid at redone counter at sibu sarawak,how can i do,coz the payment is already double	1472026594	9820	0	29	English	Billing	Payment Status	Billing	Refund	Procedure	False	HowRefund
453	10870	228628	Can u help me check my bill?	1472267150	10034	0	7	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
457	10974	229017	hello, i would like to know is there any outstanding balance that i havent pay?	1472277779	10051	0	15	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
458	11003	229029	can help me check the balance that I should paid until this month? Im going to change plan	1472277865	10052	0	18	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
461	11086	229274	i just made a payment	1472282491	10059	0	5	English	Billing	Un-bar lines - Overdue Payment	Billing	PaymentStatus	ObjectOthers	False	ConfirmPaymentReceived
463	11123	229352	can u check my pending bill if any	1472284808	10062	0	8	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
463	11128	229365	and can u check for my brother also...his num not active already..just want to know his pending bill	1472285011	10062	0	18	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
463	11133	229372	then...how to check his pending status...	1472285137	10062	0	6	English	Billing	Billing Details	Billing	Document	Procedure	False	HowViewBill
487	11670	238872	Billing	1472616530	10419	0	1	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
490	11774	238918	Did I still have any unpay bill?	1472617228	10422	0	7	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
490	11782	238945	ok thanks but why I recevied sms from redone remaind me to pay jul bill?	1472617587	10422	0	15	English	Billing	Billing Details	Billing	BillOutstanding	Reason	False	Others
493	11829	239083	Hi, may I know how much is my total current bill?	1472619739	10431	0	11	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
504	12119	240125	Btw, pls help me check whether the RM 10 that you said will be credited in bill of september or not?	1472640545	10470	0	21	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
514	12323	244716	HI CAN YOU CHECK MY NUMBER <NL> 0182727688 	1472711425	10671	0	7	English	Billing	Unsuspend lines - (Within 50 days)	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
514	12330	244769	HOW MUCH IS THE PAYMENT	1472711779	10671	0	5	English	Billing	Unsuspend lines - (Within 50 days)	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
521	12506	246133	how much do I hv to pay for this month?	1472720795	10719	0	10	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
526	12619	247676	I have accidentally paid twice ( 2 x RM 60.22 ) yesterday, will the amount be brought forward to the next invoive?	1472779012	10788	0	20	English	Billing	Payment Status	Billing	Refund	ObjectOthers	True	HowRefund
536	12848	249088	my aug and sept bill why so expensive?	1472795142	10854	0	8	English	Billing	Billing Details	Billing	BillOutstanding	Reason	False	WhyBillAmount
536	12850	249096	can you check sept why so expensive?	1472795232	10854	0	7	English	Billing	Billing Details	Billing	BillOutstanding	Reason	True	WhyBillAmount
538	12908	260553	HI..PLS TELL ME THE TOTAL BILL	1473062683	11287	0	6	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
542	13044	264649	could you send me tis number current usage from 1 st sept til today? cz i wana see why is the usage surge up to such an amount	1473215536	11440	0	27	English	Billing	Un-bar lines - Increase CL from RM200 to RM300	Billing	BillBreakdown	ObjectNumeric	True	TotalBreakdown
546	13144	267007	Why is my bill so high?	1473304892	11533	0	6	English	Billing	Billing Details	Billing	BillOutstanding	Reason	False	WhyBillAmount
559	13440	277474	do i have any outstanding payment?	1473813363	11923	0	6	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
562	13516	277937	would like to throw my question again I find my bill is getting higher <NL>saraswathy ramiah - ic 5542 	1473824168	11944	0	19	English	Billing	Billing Details	Billing	BillOutstanding	Reason	False	WhyBillAmount
568	13635	283699	what minimum amount should be I paid	1473933131	12171	0	7	English	Billing	Un-bar lines - Overdue Payment	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
576	13791	286761	then how long the process after i submit my transaction payment slip?	1474009723	12291	0	12	English	Billing	Unsuspend lines - (Within 50 days)	Billing	PaymentStatus	ObjectTime	False	ConfirmPaymentReceived
584	13968	287857	may i know 0132887411 outstanding how much	1474022147	12333	0	7	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
587	14035	288173	me izit still have outstanding?	1474028897	12349	0	5	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
588	14054	288217	My customer ID : 200385960 , please let me know amount that I have to pay until today.	1474029912	12351	0	18	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
603	14414	294042	where got show the balance 8.07 ?	1474268671	12581	0	6	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Document	Procedure	False	HowViewBill
605	14442	294549	Hello there. i would like to ask<NL>last month i have paid more than i should be ( rm 0.60 extra). and so this month i paid rm 0.60 less, or do i have to pay the exact amount?	1474275456	12601	0	35	English	Billing	Billing Charges	Billing	Refund	ObjectOthers	False	HowRefund
605	14448	294567	last month bill was rm 17.30 and i paid 18.00. this month bill is 37.60 and i paid 37. 	1474275562	12601	0	18	English	Billing	Billing Charges	Billing	None	None	False	None
608	14511	294949	PLEASE GIVE ME MY BALANCE ACCOUNT HOW MUCH I WANT PAY TQ	1474285061	12616	0	12	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
608	14519	294958	OK SO NOW I JUST PAY BALANCE 68.07 ?	1474285251	12616	0	9	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
609	14552	295017	Can I know how much do I owe to date for this account	1474286469	12617	0	13	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
609	14558	295034	What is the amount due for this second account?	1474286642	12617	0	9	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
610	14573	294980	and can i know the latest bill that i should pay ?	1474285752	12618	0	12	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
615	14695	295451	isit still get any outstanding	1474335910	12638	0	5	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
621	14803	296040	Hi, I would like to know total outstanding for mobile# 01110691128 	1474350781	12664	0	11	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
623	14872	296063	Hello good afternoon .I would like to know if I have any outstanding bills ? Tq	1474351015	12666	0	16	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
623	14878	296081	Alright ... I would like to know whether there is Any outstanding in my bills , bcz I have issued a payment but it has not been updated	1474351214	12666	0	28	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
644	15397	298303	how much my bill 0196008778 	1474425350	12762	0	5	English	Billing	Increase credit limit	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
649	15513	298679	May I know the payment for all my numbers after port out?	1474431642	12779	0	12	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
655	15662	299244	any outstanding of this number 01110703076 	1474445483	12804	0	6	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
659	15740	299376	hi..my number is 01110552074. cn i kw how much is my last month bil...	1474448390	12810	0	13	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
664	15811	299733	How much left do i need to pay?	1474457404	12827	0	8	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
672	15972	300289	Morning... can u check for me the exactly total that i need to pay on 1 st oct 2016 ?	1474510315	12852	0	18	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
672	15981	300319	Means total i need to pay is rm 186.92 right?	1474510529	12852	0	9	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
673	16008	300368	THEN HOW MUCH AMOUNT I NED TO PAID NOW?	1474511044	12854	0	9	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
673	16013	300375	now i ned to paid how much for outstanding	1474511200	12854	0	9	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
673	16016	300381	so how much i need to paid for outstanding	1474511276	12854	0	9	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
675	16054	300469	how much my acoount due ?	1474513274	12858	0	6	English	Billing	Make Payment - Selfcare	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
675	16063	300480	so how much i need to pay now ?	1474513424	12858	0	9	English	Billing	Make Payment - Selfcare	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
681	16180	300608	hi dear, could you let me know how much total balance of my account? Thanks	1474517533	12866	0	15	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
691	16426	301578	Hi can u check my bill latest	1474537291	12909	0	7	English	Billing	Payment Status	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
693	16481	301634	how much the total bill me the truth?	1474538105	12911	0	8	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
700	16584	301873	MY LATEST BILL	1474586173	12923	0	3	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
