conversation_tagging_id	index_en	id	msg	time	chat_id	user_id	word count	Language	Preassigned Topic	Preassigned Subtopic	Topic_L1	Topic_L2	AnswerType	Confirmation	Scenario							
777	18573	307748	agent cannot terminate the line??	1474882049	13159	0	5	English	Billing	Product Charges	Billing	Termination	Procedure	True	HowTerminate							
777	18576	307755	can i send substitute to terminate it?	1474882308	13159	0	7	English	Billing	Product Charges	Billing	Termination	Procedure	True	HowTerminate							
877	21078	315635	"ok. let say for example, if i terminate the contract after 17.10.2016 there will be no penalty charge?"	1475133293	13491	0	18	English	Billing	Billing Details	Billing	Termination	ObjectNumeric	True	HowMuchPayment							
893	21465	316544	"if terminate, meant the deposit will b forfeited?"	1475195933	13530	0	8	English	Billing	Billing Charges	Billing	Termination	Procedure	True	TerminationOthers							
893	21467	316546	how much is the penalty if early termination?	1475196041	13530	0	8	English	Billing	Billing Charges	Billing	Termination	ObjectNumeric	False	HowMuchPayment							
1208	29684	348283	THIS LINE WAS TERMINATED ON 6 TH SEPT 16 	1476079943	14908	0	8	English	Billing	Billing Charges	Billing	Termination	ObjectTime	False	TerminationDetails							
1208	29694	348353	THEN WHY REDONE CONTROL CUSTOMER TO TERMINATE LINE ON 1 ST TO 10 TH MONTHLY?	1476080303	14908	0	13	English	Billing	Billing Charges	Billing	Termination	Reason	False	TerminationOthers							
1208	29707	348433	ALL MY TERMINATION PROCESS WAS DID BY A REDONE AGENT	1476080974	14908	0	10	English	Billing	Billing Charges	Billing	Termination	None	False	TerminationOthers							
1254	30785	353246	so how can i get the refund	1476261167	15110	0	7	English	Billing	Deposit Refund	Billing	Refund	Procedure	False	HowRefund							
1261	30931	353489	refund have any expired date or not?	1476266219	15122	0	7	English	Billing	Make Payment - Kiosk / Epay / BSN / Maybank / RHB	Billing	Refund	ObjectTime	True	HowRefundDeposit							
1263	30970	353539	"Ok.. tq Mr Faizul... So if i left now, is it any penalty to me?"	1476268152	15125	0	15	English	Billing	Billing Details	Billing	Termination	ObjectNumeric	True	HowMuchPayment							
1263	30974	353543	"Let say if i left, i mean if i want to change my line to other network.. what should i do? Let say if i just paid the penalty"	1476268357	15125	0	29	English	Billing	Billing Details	Billing	Termination	Procedure	False	HowTerminate							
1284	31506	354789	"before my contract ended, if let say i decide to port out, how much of the penalty do I need to pay?"	1476330925	15185	0	22	English	Billing	Billing Details	Billing	Termination	ObjectNumeric	False	HowMuchPayment							
1291	31725	355630	"i dun remember already...but i remember the staff asked my IC, and he also mentioned the deposit can claim after 3 months"	1476344202	15221	0	22	English	Billing	Make Payment - Selfcare	Billing	Refund	None	False	HowRefund							
1291	31726	355638	my brother's account also closed on that day	1476344256	15221	0	8	English	Billing	Make Payment - Selfcare	Billing	Termination	None	False	TerminationOthers							
1293	31773	355661	i will terminate the line	1476344422	15224	0	5	English	Billing	Payment Status	Billing	Termination	None	False	HowTerminate							
1298	31900	355807	next month if i want to terminate my line what should i do	1476345725	15231	0	13	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Termination	Procedure	False	HowTerminate							
1303	32040	356032	I have another bill that have been terminated	1476349379	15240	0	8	English	Billing	Billing Charges	Billing	Termination	None	False	TerminationOthers							
1318	32340	356730	Enquiry on port out.	1476362371	15279	0	4	English	Billing	Billing Details	Billing	Termination	None	False	HowTerminate							
1318	32350	356743	"Would like to ask that if let say I want tocport to other telco, how much of penalty do I need to pay?"	1476362502	15279	0	23	English	Billing	Billing Details	Billing	Termination	ObjectNumeric	False	HowMuchPayment							
1318	32360	356767	i wanna port out sup line	1476362909	15279	0	6	English	Billing	Billing Details	Billing	Termination	Request	False	HowTerminate							
1318	32367	356776	I want to know that if let say i port out	1476363031	15279	0	11	English	Billing	Billing Details	Billing	Termination	None	False	TerminationOthers							
1318	32372	356782	and how you guys calculate the penalty?	1476363129	15279	0	7	English	Billing	Billing Details	Wrong	Wrong	Procedure	False	None							
1328	32618	357971	if like that can i just terminate 011 105 40048 	1476421812	15328	0	10	English	Billing	Billing Details	Billing	Termination	None	False	HowTerminate							
1328	32632	358012	so i can refund my excess payment	1476422636	15328	0	7	English	Billing	Billing Details	Billing	Refund	Procedure	False	HowRefund							
1328	32638	358032	so how can i get the refund back	1476423132	15328	0	8	English	Billing	Billing Details	Billing	Refund	Procedure	False	HowRefund							
1328	32646	358049	if i swift to other communication still the same	1476423386	15328	0	9	English	Billing	Billing Details	None	None	None	False	None							
1328	32647	358051	i want to swift my number 01110520048 out of redone and get back my refund	1476423438	15328	0	15	English	Billing	Billing Details	Billing	Termination	Procedure	False	HowTerminate							
1329	32670	358281	where will I able to fill the form? The refund will be on the spot?	1476429129	15338	0	15	English	Billing	Deposit Refund	Billing	Termination	Procedure	False	RequestTerminationDocument							
1329	32672	358284	how will I be refunded?	1476429183	15338	0	5	English	Billing	Deposit Refund	Billing	Refund	Procedure	False	HowRefund							
1331	32732	358425	1 more thing. I want to transfer my number to celcom. I tried but not allowed	1476430732	15340	0	16	English	Billing	Make Payment - Selfcare	Billing	Termination	Reason	False	HowTerminate							
1356	33379	361405	"i want to change line, need to make sure the bill"	1476514299	15476	0	11	English	Billing	Billing Details	Billing	Termination	ObjectNumeric	False	HowMuchPayment							
1357	33436	361458	"Oh, so it means that my account is readied to be converted?"	1476514772	15478	0	12	English	Billing	Billing Details	Billing	Termination	None	True	TerminationStatus							
1375	33997	364044	i the I wan to cancel whole account	1476583539	15568	0	8	English	Billing	Payment Status	Billing	Termination	Procedure	False	HowTerminate							
1392	34484	365299	"I see, where can i get the refund?"	1476600444	15629	0	8	English	Billing	Deposit Refund	Billing	Refund	Procedure	False	HowRefund							
1412	35038	366483	i will migrate my other number which does not have commitment to other telco.	1476623083	15679	0	14	English	Billing	Billing Details	Billing	Termination	Procedure	False	HowTerminate							
1412	35069	366519	ok now i want to terminate this account. asap.	1476623942	15679	0	9	English	Billing	Billing Details	Billing	Termination	Request	False	HowTerminate							
1431	35526	369277	"if i ruined contract, means i dint get bek my deposit money rignt?"	1476692877	15805	0	13	English	Billing	Billing Details	Billing	Termination	None	True	TerminationOthers							
1431	35528	369285	if I ruined contract	1476692913	15805	0	4	English	Billing	Billing Details	None	None	None	False	None							
1469	36441	373280	if i cancel...any charges	1476855088	15996	0	4	English	Billing	Data Bundle / PPU Rate	Billing	Termination	ObjectNumeric	False	HowMuchPayment							
1471	36498	373572	Last time I got pay the rm 50 for blacklist but now I clear from blacklist so how to I get my rm 50 for refund?	1476859687	16006	0	24	English	Billing	Make Payment - Selfcare	Billing	Refund	Procedure	False	HowRefund							
1471	36500	373585	So where to get the refund	1476859736	16006	0	6	English	Billing	Make Payment - Selfcare	Billing	Refund	Procedure	False	HowRefund							
1471	36516	373697	When I sign up say anytime can MNP to other network but now you tell me got contract so mean when I np will penalty rm 50 I will no get back the refund v	1476860469	16006	0	34	English	Billing	Make Payment - Selfcare	Billing	Termination	None	True	TerminationOthers							
1560	38755	381219	"If no, I would like to terminate the data service for 0146834721 "	1477203386	16312	0	12	English	Billing	Un-bar lines - Overdue Payment	Wrong	Wrong	Request	False	None							
1565	38886	381407	"Hi, I am Miss Lee. Recently I had terminated my Red 1 line. How can I get the Deposit refund form ?"	1477208670	16321	0	22	English	Billing	Deposit Refund	Billing	Refund	Procedure	False	HowRefund							
1565	38895	381461	Yes. How can i get back my deposit ?	1477209304	16321	0	9	English	Billing	Deposit Refund	Billing	Refund	Procedure	False	HowRefund							
1590	39588	384733	its there i can terminate sup line here	1477363790	16448	0	8	English	Billing	Product Charges	Billing	Termination	Procedure	False	HowTerminate							
1599	39802	386126	Or mybe i can close my acc directly from here?	1477386829	16500	0	10	English	Billing	Billing Charges	Billing	Termination	Procedure	False	HowTerminate							
1653	41390	393576	"If I plan to terminate my subscribe with redone, mean that I need to settle RM 23.64. "	1477643711	16802	0	16	English	Billing	Billing Charges	Billing	Termination	ObjectNumeric	True	HowMuchPayment							
1718	43163	398994	going to port out	1477890374	17029	0	4	English	Billing	Make Payment - Selfcare	Billing	Termination	Procedure	False	HowTerminate							
1804	45163	408435	"If i wish to terminate in future, what should i do?"	1478046005	17478	0	11	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Termination	Procedure	False	HowTerminate							
1820	45629	409616	"so, how to terminate this number?"	1478056530	17531	0	6	English	Billing	Billing Details	Billing	Termination	Procedure	False	HowTerminate							
1834	46068	411824	then if i want cancel my red 1 account	1478072786	17616	0	9	English	Billing	Billing Details	Billing	Termination	Procedure	False	HowTerminate							
1842	46262	412643	so confirmed that the line is now not active lah	1478079249	17646	0	10	English	Billing	Billing Details	Billing	Barring	ObjectName	True	LineStatus							
1908	47923	419075	"Morning, i ald port out redone, how to collect back my deposit ?"	1478232419	17948	0	13	English	Billing	Deposit Refund	Billing	Refund	Procedure	False	HowRefund							
1908	47931	419139	"i ald port out redone, how to collect back my deposit ?"	1478232927	17948	0	12	English	Billing	Deposit Refund	Billing	Refund	Procedure	False	HowRefund							
1933	48525	422412	"My name is Chan Choo Lian, h/p no. is 016 - 7624102 I terminated this number about 2 months ago. How can I refund my deposit?"	1478328549	18103	0	24	English	Billing	Deposit Refund	Billing	Refund	Procedure	False	HowRefund							
2015	50446	436192	if i terminate this month how much i have to pay	1478848450	18698	0	11	English	Billing	Billing Details	Billing	Termination	ObjectNumeric	False	HowMuchPayment							
2055	51828	441518	can i terminate it?	1479098009	18921	0	4	English	Billing	Product Charges	Billing	Termination	Request	True	HowTerminate							
2132	53894	449787	please help to check if want cancel contract will penalty how much	1479266709	19297	0	12	English	Billing	Billing Details	Billing	Termination	ObjectNumeric	False	HowMuchPayment							
2132	53907	449892	if want cancel will penalty how much	1479267569	19297	0	7	English	Billing	Billing Details	Billing	Termination	ObjectNumeric	False	HowMuchPayment							
2147	54310	451357	If i want to terminate the supplementary line how?	1479282326	19365	0	9	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Termination	Procedure	False	HowTerminate							
2171	54864	452692	if terminate early need pay how much?	1479350262	19432	0	7	English	Billing	Billing Details	Billing	Termination	ObjectNumeric	False	HowMuchPayment							
2216	55994	460744	My number is 01110982906 I need to cancelled this line immediately.	1479732615	19787	0	11	English	Billing	Billing Details	Billing	Termination	Request	False	HowTerminate							
2216	56005	460763	Can I go to seng Heng do cancellation this line ?	1479733025	19787	0	11	English	Billing	Billing Details	Billing	Termination	Procedure	True	HowTerminate							
2226	56333	461595	can i portout	1479795277	19825	0	3	English	Billing	Billing Details	Billing	Termination	Procedure	True	HowTerminate							
2266	57224	466678	Hi my name is Jamal Phone 01110751147. I have terminated my account on 20 - 10 - 16 and paid the penalty. However until todate I have yet to receive the refund of my deposit. Can I check the status of the refund? tq	1479970387	20044	0	40	English	Billing	Deposit Refund	Billing	Refund	ObjectName	False	CheckRefundStatus							
2309	58533	472041	"can i terminate my line first before paying? this is because if i am billed, the line is suspended anyway"	1480212619	20260	0	20	English	Billing	Billing Details	Billing	Termination	Request	True	TerminationOthers							
2313	58614	472220	Hi<NL>I would like to know how much is my deposit and how much my due amount that I have to settle ?<NL>Thanks.	1480217793	20269	0	22	English	Billing	Billing Details	Billing	Termination	ObjectNumeric	False	HowMuchPayment							
2313	58630	472246	I am planning to change to another service provider	1480218145	20269	0	9	English	Billing	Billing Details	Billing	Termination	Procedure	False	HowTerminate							
2315	58651	472834	HI I m Chia ah siak i was use redone line 0162012199 before <NL>i have port out few months ago and i have deposit 300 for roaming but when i went to your out let they told me no crecrit at my acc can you check for me thank you	1480230483	20296	0	50	English	Billing	Deposit Refund	Billing	Refund	None	True	CheckRefundStatus							
2315	58660	472851	what you mean knock off ? during i port out time e the out let told me will inform and return back to me	1480230855	20296	0	24	English	Billing	Deposit Refund	Billing	Termination	None	False	TerminationOthers							
2326	58969	474000	"nvm la , u just terminate my line la ..."	1480295653	20343	0	10	English	Billing	Reprint / Resend Bill	Billing	Termination	Request	False	HowTerminate							
2329	59041	474384	"so for the rm 3.40. if i wan to pay it now due to i wanna port out, then where can i pay the 3.40 "	1480302132	20361	0	25	English	Billing	Billing Details	Billing	PaymentChannel	Procedure	False	HowPay							
2348	59586	476388	when should i terminate the account?	1480329009	20445	0	6	English	Billing	Billing Details	Billing	Termination	ObjectTime	False	HowTerminate							
2361	59935	477549	I want to check my account status before I deactivate my RedOne.	1480389624	20497	0	12	English	Billing	Billing Charges	Billing	Termination	ObjectName	False	TerminationOthers							
2361	59944	477577	I sign up at SenQ. So i have to got tu SenQ for termination or any redone counter can do?	1480390108	20497	0	20	English	Billing	Billing Charges	Billing	Termination	ObjectLocation	True	HowTerminate							
2366	60070	477809	owh.. ok..so my no already cut off or not?	1480392274	20512	0	9	English	Billing	Billing Details	Billing	Termination	ObjectName	False	TerminationStatus							
2366	60073	477812	i want to cut off my no..i already told your guy on 7 / 11 / 2016 	1480392337	20512	0	13	English	Billing	Billing Details	Billing	Termination	Request	False	HowTerminate							
2371	60187	478162	i have just switch my number to Umobile	1480396699	20527	0	8	English	Billing	Billing Details	Billing	Termination	None	False	TerminationOthers							
2377	60335	478725	"Why on the redon website, it was shown suspended and not terminated?"	1480402354	20547	0	12	English	Billing	Waiver	Billing	Termination	Reason	False	TerminationStatus							
2400	60954	481599	"I have already terminate my number in Redone to other network service, why still charge over and over again."	1480485683	20670	0	19	English	Billing	Billing Charges	Billing	Termination	Reason	False	BalanceTerminatedAccount							
2400	60964	481624	I changed to Maxis on 24 / 9 / 2016. 	1480486141	20670	0	6	English	Billing	Billing Charges	Billing	Termination	None	False	TerminationOthers							
2400	60966	481627	"I terminate it in 1 of the redONE centre in Sibu, Sarawak on 24.9.2016. "	1480486268	20670	0	14	English	Billing	Billing Charges	Billing	Termination	None	False	TerminationOthers							
2400	60967	481630	And I have successfully changed it to Maxis on that day.	1480486392	20670	0	11	English	Billing	Billing Charges	Billing	Termination	None	False	TerminationOthers							
2403	61054	481969	so do i need to inform Redone to terminate my acc after i paid my nov bill?	1480489762	20686	0	17	English	Billing	Billing Details	Billing	Termination	Procedure	False	HowTerminate							
2403	61057	481983	do u means its will terminate automatically ?	1480489895	20686	0	8	English	Billing	Billing Details	Billing	Termination	Procedure	True	HowTerminate							
2403	61060	482013	ok.. so after i pay dec bill means redone will fully termianate automatically right	1480490104	20686	0	14	English	Billing	Billing Details	Billing	Termination	Procedure	True	HowTerminate							
2455	62375	490637	"Hi RedOne, I would like to know how much of the penalties if I want to terminate my service with you?"	1480591409	21099	0	21	English	Billing	Billing Details	Billing	Termination	ObjectNumeric	False	HowMuchPayment							
2455	62387	490670	So I need to go to RedOne centre if I want to terminate the service right?	1480591838	21099	0	16	English	Billing	Billing Details	Billing	Termination	Procedure	False	HowTerminate							
2479	63115	493742	i porting to other operator..	1480659931	21257	0	5	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Termination	Request	False	HowTerminate							
2479	63148	493840	no termination fee...	1480661157	21257	0	3	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Termination	ObjectNumeric	True	HowMuchPayment							
2499	63664	498876	Termination of redone	1480762580	21497	0	3	English	Billing	Deposit Refund	Billing	Termination	Procedure	False	HowTerminate							
2499	63665	498884	would like to know the status of termination of redone and the amount of refund of deposit	1480762605	21497	0	17	English	Billing	Deposit Refund	Billing	Termination	ObjectName	False	TerminationStatus							
2499	63668	498925	would like to know the status of termination of redone and the amount of refund of deposit	1480762955	21497	0	17	English	Billing	Deposit Refund	Billing	Termination	ObjectName	False	TerminationStatus							
2499	63677	498946	How about mainline? i port out yesterday and the operator asked me to check again with you all today	1480763195	21497	0	19	English	Billing	Deposit Refund	Billing	Termination	ObjectName	False	TerminationStatus							
2503	63747	499247	"Hi, I have a credit balance, may i know how do i collect it back since I already ported out the line?"	1480772467	21515	0	22	English	Billing	Deposit Refund	Billing	Refund	Procedure	False	HowRefund							
2532	64595	503508	my concern Cik it has been more than 1 month...I've closed my acc on 20 th October and being promised to receive the refund within 1 month	1480901590	21690	0	26	English	Billing	Deposit Refund	Billing	Refund	None	False	CheckRefundStatus							
2532	64597	503511	its not RM 50 that matter but I need also to close my record	1480901625	21690	0	13	English	Billing	Deposit Refund	None	None	None	False	None							
2537	64697	504231	Hi. I would like to check my refund. Phone number is 0122375884 	1480906897	21728	0	12	English	Billing	Deposit Refund	Billing	Refund	ObjectName	False	CheckRefundStatus							
2541	64814	504732	"Hi, I had terminated redONE service since 1 December and would now like to pay my last bill. Shouldn't my last bill deduct the deposit that I paid when I signed up for redONE service? I paid RM 25 for the deposit and it should be deducted from the total amount since I had stopped using the service. Please clarify this matter."	1480911577	21747	0	61	English	Billing	Billing Details	Billing	Termination	ObjectName	True	TerminationOthers							
2624	67462	521221	"I have terminated my number but when I check bills, so I have balance brought forward - RM 24.46. What should I do ?"	1481267978	22359	0	22	English	Billing	Deposit Refund	Billing	Termination	Procedure	False	BalanceTerminatedAccount							
2624	67490	521249	"oh okey..there is any due date? for exp, after 3 month i can't ask for any refund or what"	1481268623	22359	0	19	English	Billing	Deposit Refund	Billing	Refund	ObjectTime	False	HowRefundDeposit							
2632	67671	522989	how can i cancel my line?	1481337720	22423	0	6	English	Billing	Billing Details	Billing	Termination	Procedure	False	HowTerminate							
2642	67969	524058	"I already terminated account,why got payment again ?"	1481365325	22468	0	8	English	Billing	Billing Details	Billing	Termination	Reason	False	BalanceTerminatedAccount							
2642	68001	524183	I konw the time is line already cut	1481367105	22468	0	8	English	Billing	Billing Details	None	None	None	False	None							
2648	68128	525282	"Okay..so,did u receive any request from other Telco? Because i want to change the simkad to other Telco,but they need me to pay my bill before change..did i have anything problem if want to change?"	1481424590	22511	0	35	English	Billing	Billing Details	Billing	Termination	Procedure	True	HowTerminate							
2649	68177	526690	I want to cancel u line relly today and I will take proof to report	1481501476	22576	0	15	English	Billing	Payment Status	Billing	Termination	Request	False	HowTerminate							
2658	68442	528137	I cancel my line and switch to digi...what is my balance to paid.	1481547621	22638	0	13	English	Billing	Billing Details	Billing	Termination	ObjectNumeric	False	HowMuchPayment							
2659	68478	528324	also please note i would porting my present num to a different line. So please give me the total amount due all in	1481550775	22646	0	23	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Termination	ObjectNumeric	False	HowMuchPayment							
2689	69273	532042	but how can it be refund? do you mean redone will give me cash?	1481639838	22807	0	14	English	Billing	Billing Details	Billing	Refund	Procedure	True	HowRefund							
2712	69879	535927	TERMINATE DATA PLAN	1481757792	22993	0	3	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	Request	False	None							
2712	69889	535938	PLEASE TERMINATE MY DATA PLAN IMMEDIATELY !!!	1481757893	22993	0	7	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	Request	False	None							
2712	69915	536053	i have to go... PLEASE TERMINATE or STOP MY DATA PLAN IMMEDIATELY !!!	1481759090	22993	0	13	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	Request	False	None							
2712	69928	536101	PLEASE TERMINATE MY DATA PLAN	1481759611	22993	0	5	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	Request	False	None							
2765	71415	542419	Anyways for me to change provider what are the procedure	1481816797	23265	0	10	English	Billing	Billing Details	Billing	Termination	Procedure	False	HowTerminate							
2765	71422	542445	What I mean is do I need to fill the exit form or anything	1481817004	23265	0	14	English	Billing	Billing Details	Billing	Termination	Procedure	True	HowTerminate							
2771	71555	542819	i would like to check the status of line termination for 011 1056 6027 ?	1481847615	23289	0	14	English	Billing	Un-bar lines - Overdue Payment	Billing	Termination	ObjectName	False	TerminationStatus							
2777	71750	544712	In this case can i terminate this 2 numbers	1481862552	23359	0	9	English	Billing	Billing Charges	Billing	Termination	Request	True	HowTerminate							
2782	71877	545489	Tell me how I want to terminate this line	1481871964	23397	0	9	English	Billing	Un-bar lines - Overdue Payment	Billing	Termination	Procedure	False	HowTerminate							
2788	72004	546640	"If I want to cut off my main line , I need to change the supplementary line to main line ?or I can just cut off without effecting the supplementary line?"	1481893352	23443	0	31	English	Billing	Billing Details	Billing	Termination	Procedure	True	HowTerminate							
2788	72016	546674	how long does it take to process?	1481893750	23443	0	7	English	Billing	Billing Details	None	None	ObjectTime	False	None							
2810	72640	550388	i terminate and change it to redone prepaid	1481988280	23612	0	8	English	Billing	Billing Details	Billing	Termination	Procedure	False	HowTerminate							
2810	72643	550395	"After i terminate it, can i request the number to be change as redone prepaid number?"	1481988396	23612	0	16	English	Billing	Billing Details	Billing	Termination	ObjectName	True	HowTerminate							
2810	72647	550399	but i must wait til 8 th January or can i do it before the date after i settle the total bil?	1481988533	23612	0	21	English	Billing	Billing Details	None	None	ObjectName	TRUE	None							
2828	73112	553600	I want to terminate my sub line.	1482119621	23753	0	7	English	Billing	Deposit Refund	Billing	Termination	Request	False	HowTerminate							
2828	73119	553611	Can i get my deposit refunded?	1482119847	23753	0	6	English	Billing	Deposit Refund	Billing	Refund	Procedure	True	HowRefund							
2828	73123	553616	Do I need to present the receipt?	1482119955	23753	0	7	English	Billing	Deposit Refund	None	None	None	True	None							
2828	73127	553621	But they told me I need to present my receipt. Is there any way to prove that receipt is not needed?	1482120139	23753	0	21	English	Billing	Deposit Refund	None	None	None	True	None							
2828	73135	553647	They still insist that the receipt is needed. How do I solve this supposed to be simple issue?	1482120524	23753	0	18	English	Billing	Deposit Refund	None	None	Procedure	False	None							
2840	73466	554600	why so long ?	1482134490	23794	0	4	English	Billing	Deposit Refund	None	None	Reason	False	None							
2882	74894	559614	"thank you,and may i know next time if want to cut it, how should I settle?"	1482245576	23993	0	16	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Termination	Procedure	False	HowTerminate							
2882	74901	559622	I cant terminate at any phone shop rite?	1482246092	23993	0	8	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Termination	Procedure	True	HowTerminate							
2895	75290	561626	RM 25 in my acc?	1482305743	24076	0	4	English	Billing	Billing Details	None	None	None	True	None							
2895	75291	561630	which acc?	1482305751	24076	0	2	English	Billing	Billing Details	None	None	ObjectName	False	None							
2898	75439	561947	so can i change to other channel on 26 December?	1482309071	24086	0	10	English	Billing	Billing Details	Billing	Termination	ObjectTime	False	HowTerminate							
